"run_id","classifier","cone_projection","xzero_prediction","source_class","source_class_name","target_class","target_class_name","target_class_conf_std","target_class_conf_mean","original_class_conf_std","original_class_conf_mean","fid","target_class_validity","original_class_validity","lp_norm_1","lp_norm_1_5","lp_norm_2","lpips","oracle_MNR-RN50","oracle_tcv_MNR-RN50","oracle_AlexNet (pretrained)","oracle_tcv_AlexNet (pretrained)","oracle_AlexNet (random init)","oracle_tcv_AlexNet (random init)","oracle_UnetEncoder","oracle_tcv_UnetEncoder","oracle_ConvNeXt-L","oracle_tcv_ConvNeXt-L","oracle_SIMCLR","oracle_tcv_SIMCLR","oracle_SwinTFL","oracle_tcv_SwinTFL"
"run_cheetah(293)_to_burrito(965)","UnetEncoderClassifier","false","false","293","cheetah","965","burrito","0.36452919244766235","0.7028046250343323","0.24375467002391815","0.11822157353162766","0.7609012126922607","0.7799999713897705","0.11999999731779099","1495655.75","8729.884765625","714.7779541015625","0.2945157587528229","0.11999999731779099","0","0.05999999865889549","0","0","0","1","0.7799999713897705","0.14000000059604645","0","0","0","0.14000000059604645","0"
"run_Chesapeake-Bay-retriever(209)_to_leopard(288)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","288","leopard","0.4390198290348053","0.5985039472579956","0.13412527740001678","0.058284007012844086","1.8556915521621704","0.6599999666213989","0.11999999731779099","1110968.75","6679.7099609375","562.6729125976562","0.2982845902442932","0.03999999910593033","0","0.07999999821186066","0","0","0","1","0.6599999666213989","0.09999999403953552","0","0","0","0.14000000059604645","0"
"run_Chesapeake-Bay-retriever(209)_to_tiger(292)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","292","tiger","0.2277735322713852","0.8784297704696655","0.019257452338933945","0.00679395068436861","1.639011263847351","0.9799999594688416","0","1118454.125","6730.04150390625","566.9119262695312","0.29952991008758545","0","0","0","0","0","0","1","0.9799999594688416","0.05999999865889549","0.05999999865889549","0","0","0.03999999910593033","0.03999999910593033"
"run_Chesapeake-Bay-retriever(209)_to_golden-retriever(207)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","207","golden retriever","0.01654636301100254","0.9962242245674133","0.0004191391635686159","0.00011242731852689758","1.0590860843658447","1","0","1120611","6756.9677734375","570.7084350585938","0.28226637840270996","0.03999999910593033","0.03999999910593033","0.1599999964237213","0.1599999964237213","0","0","1","1","0.47999998927116394","0.47999998927116394","0","0","0.5799999833106995","0.5799999833106995"
"run_Chesapeake-Bay-retriever(209)_to_Labrador-retriever(208)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","208","Labrador retriever","0.01718667708337307","0.9961510896682739","0.00821571797132492","0.001579343224875629","1.4393504858016968","1","0","1102249.875","6631.982421875","558.949462890625","0.27488988637924194","0","0","0.05999999865889549","0.05999999865889549","0","0","1","1","0.14000000059604645","0.14000000059604645","0","0","0.2800000011920929","0.2800000011920929"
"run_Chesapeake-Bay-retriever(209)_to_guacamole(924)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","924","guacamole","0.37229907512664795","0.7518661022186279","0.13268576562404633","0.0394272655248642","1.4328569173812866","0.8399999737739563","0.03999999910593033","1111700.25","6707.6083984375","566.9542236328125","0.29135435819625854","0.019999999552965164","0","0.05999999865889549","0.019999999552965164","0","0","1","0.8399999737739563","0.019999999552965164","0","0","0","0.019999999552965164","0"
"run_Chesapeake-Bay-retriever(209)_to_carbonara(959)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","959","carbonara","0.3940589427947998","0.682736337184906","0.07293707132339478","0.02560230903327465","1.5467015504837036","0.7599999904632568","0.03999999910593033","1107075.75","6679.0771484375","564.3588256835938","0.29064998030662537","0","0","0","0","0","0","1","0.7599999904632568","0.05999999865889549","0.03999999910593033","0","0","0.019999999552965164","0"
"run_Chesapeake-Bay-retriever(209)_to_alp(970)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","970","alp","0.4078004062175751","0.545390248298645","0.11329254508018494","0.03300824761390686","1.8379908800125122","0.699999988079071","0.03999999910593033","1108407.375","6672.10791015625","562.719482421875","0.29538068175315857","0.019999999552965164","0","0.019999999552965164","0","0","0","1","0.699999988079071","0.05999999865889549","0","0","0","0.05999999865889549","0"
"run_Chesapeake-Bay-retriever(209)_to_cliff(972)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","972","cliff","0.4104021191596985","0.6068414449691772","0.11672644317150116","0.03913464769721031","1.4854365587234497","0.7199999690055847","0.03999999910593033","1118646.75","6748.75390625","570.4802856445312","0.2964705526828766","0.03999999910593033","0","0.07999999821186066","0","0","0","1","0.7199999690055847","0.05999999865889549","0","0","0","0.07999999821186066","0"
"run_Chesapeake-Bay-retriever(209)_to_volcano(980)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","980","volcano","0.34922167658805847","0.7807193398475647","0.06180480122566223","0.017238536849617958","1.4259943962097168","0.85999995470047","0.019999999552965164","1132813.125","6835.70166015625","577.9189453125","0.30406931042671204","0.019999999552965164","0","0.03999999910593033","0.019999999552965164","0","0","1","0.85999995470047","0.09999999403953552","0.09999999403953552","0","0","0.05999999865889549","0.019999999552965164"
"run_Chesapeake-Bay-retriever(209)_to_pizza(963)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","963","pizza","0.3633054196834564","0.7451968193054199","0.09744527190923691","0.04064420610666275","1.3181126117706299","0.7999999523162842","0.09999999403953552","1108469","6681.25634765625","564.3593139648438","0.2849322557449341","0.05999999865889549","0","0.03999999910593033","0","0","0","1","0.7999999523162842","0.07999999821186066","0","0","0","0.05999999865889549","0"
"run_Chesapeake-Bay-retriever(209)_to_burrito(965)","UnetEncoderClassifier","false","false","209","Chesapeake Bay retriever","965","burrito","0.2839432656764984","0.8591172695159912","0.03491782769560814","0.010822062380611897","1.2330480813980103","0.9399999976158142","0","1112604","6710.32080078125","566.728271484375","0.2913125157356262","0","0","0","0","0","0","1","0.9399999976158142","0","0","0","0","0","0"
"run_mashed-potato(935)_to_leopard(288)","UnetEncoderClassifier","false","false","935","mashed potato","288","leopard","0.3662175238132477","0.25466910004615784","0.1565718650817871","0.06989698112010956","1.691415786743164","0.35999998450279236","0.11999999731779099","895380.125","5464.5283203125","468.396240234375","0.30631735920906067","0.11999999731779099","0","0.03999999910593033","0","0","0","1","0.35999998450279236","0.14000000059604645","0","0","0","0.1599999964237213","0"
"run_mashed-potato(935)_to_tiger(292)","UnetEncoderClassifier","false","false","935","mashed potato","292","tiger","0.4247996211051941","0.6304118633270264","0.15308445692062378","0.06457819789648056","1.5357954502105713","0.699999988079071","0.11999999731779099","900696.25","5497.9853515625","471.4122314453125","0.3110666573047638","0.07999999821186066","0","0.09999999403953552","0","0","0","1","0.699999988079071","0.07999999821186066","0","0","0","0.09999999403953552","0"
"run_mashed-potato(935)_to_golden-retriever(207)","UnetEncoderClassifier","false","false","935","mashed potato","207","golden retriever","0.31652525067329407","0.7944324612617493","0.036624208092689514","0.014510677196085453","1.0031613111495972","0.8999999761581421","0","891366.5","5447.12109375","467.68182373046875","0.2884591519832611","0.05999999865889549","0.019999999552965164","0.03999999910593033","0.019999999552965164","0","0","1","0.8999999761581421","0.03999999910593033","0.03999999910593033","0","0","0.03999999910593033","0.03999999910593033"
"run_mashed-potato(935)_to_Labrador-retriever(208)","UnetEncoderClassifier","false","false","935","mashed potato","208","Labrador retriever","0.33133620023727417","0.7648407220840454","0.03535095974802971","0.011733811348676682","1.2204290628433228","0.8799999952316284","0","892252.625","5446.15771484375","466.84735107421875","0.29493337869644165","0.019999999552965164","0","0.019999999552965164","0.019999999552965164","0","0","1","0.8799999952316284","0.03999999910593033","0","0","0","0.03999999910593033","0.019999999552965164"
"run_mashed-potato(935)_to_guacamole(924)","UnetEncoderClassifier","false","false","935","mashed potato","924","guacamole","0.15404419600963593","0.96563321352005","0.05078784003853798","0.009885160252451897","0.9746173620223999","0.9799999594688416","0.019999999552965164","887955.875","5420.63525390625","464.5086669921875","0.2883134186267853","0","0","0.17999999225139618","0.17999999225139618","0","0","1","0.9799999594688416","0.3799999952316284","0.35999998450279236","0","0","0.2199999988079071","0.19999998807907104"
